tweet_id,timestamp,name,rating_numerator,rating_denominator,dog_stage,value,breed,confidence,retweet_count,favorite_count
882627270321602560,2017-07-05 15:48:34+00:00,stanley,13,10,doggo,None,Pembroke,0.542982,6342.0,28382.0
882268110199369728,2017-07-04 16:01:23+00:00,alfy,13,10,doggo,None,golden_retriever,0.762211,12118.0,45880.0
882045870035918850,2017-07-04 01:18:17+00:00,koko,13,10,doggo,None,golden_retriever,0.00694063,5203.0,29900.0
881906580714921986,2017-07-03 16:04:48+00:00,rey,12,10,doggo,None,Weimaraner,0.291539,3533.0,24773.0
881666595344535552,2017-07-03 00:11:11+00:00,gary,13,10,doggo,None,Saluki,0.529012,11099.0,51522.0
881536004380872706,2017-07-02 15:32:16+00:00,a,14,10,doggo,None,Samoyed,0.281463,16570.0,50199.0
881268444196462592,2017-07-01 21:49:04+00:00,elliot,12,10,doggo,None,none,0.0,5358.0,23501.0
880935762899988482,2017-06-30 23:47:07+00:00,louis,13,10,doggo,None,none,0.0,2886.0,17346.0
880872448815771648,2017-06-30 19:35:32+00:00,none,12,10,doggo,None,Pembroke,0.791416,3989.0,21734.0
880465832366813184,2017-06-29 16:39:47+00:00,bella,12,10,doggo,None,golden_retriever,0.913255,6546.0,29075.0
880221127280381952,2017-06-29 00:27:25+00:00,jesse,12,10,doggo,None,Chihuahua,0.238525,4436.0,27640.0
880095782870896641,2017-06-28 16:09:20+00:00,none,11,10,doggo,None,miniature_pinscher,0.120298,4533.0,28150.0
879862464715927552,2017-06-28 00:42:13+00:00,romeo,13,10,doggo,None,basset,0.813507,3642.0,22667.0
879492040517615616,2017-06-27 00:10:17+00:00,bailey,12,10,doggo,None,German_short-haired_pointer,0.479896,3323.0,23822.0
879415818425184262,2017-06-26 19:07:24+00:00,duddles,13,10,doggo,None,English_springer,0.383404,45849.0,107956.0
879376492567855104,2017-06-26 16:31:08+00:00,jack,12,10,doggo,None,Labrador_retriever,0.0334961,3261.0,17099.0
879050749262655488,2017-06-25 18:56:45+00:00,steven,11,10,doggo,None,none,0.0,4941.0,23022.0
879008229531029506,2017-06-25 16:07:47+00:00,beau,13,10,doggo,None,vizsla,0.960513,2812.0,19317.0
878776093423087618,2017-06-25 00:45:22+00:00,snoopy,13,10,doggo,None,Italian_greyhound,0.734684,4319.0,19763.0
878604707211726852,2017-06-24 13:24:20+00:00,none,13,10,doggo,None,,,,
878281511006478336,2017-06-23 16:00:04+00:00,shadow,13,10,doggo,None,basset,0.32042,1349.0,7913.0
878057613040115712,2017-06-23 01:10:23+00:00,emmy,14,10,doggo,None,French_bulldog,0.839097,7181.0,42876.0
877736472329191424,2017-06-22 03:54:17+00:00,aja,13,10,doggo,None,Chesapeake_Bay_retriever,0.8379559999999999,17300.0,71144.0
877556246731214848,2017-06-21 15:58:08+00:00,penny,12,10,doggo,None,basset,0.995368,3994.0,23258.0
877316821321428993,2017-06-21 00:06:44+00:00,dante,13,10,doggo,None,Saluki,0.5099670000000001,5414.0,27907.0
877201837425926144,2017-06-20 16:29:50+00:00,nelly,12,10,doggo,None,Pembroke,0.93112,5880.0,27755.0
876838120628539392,2017-06-19 16:24:33+00:00,ginger,12,10,doggo,None,bloodhound,0.575751,3506.0,21125.0
876537666061221889,2017-06-18 20:30:39+00:00,none,14,10,doggo,None,,,,
876484053909872640,2017-06-18 16:57:37+00:00,benedict,13,10,doggo,None,golden_retriever,0.874566,2511.0,19163.0
876120275196170240,2017-06-17 16:52:05+00:00,venti,13,10,doggo,None,Bernese_mountain_dog,0.534327,4903.0,28490.0
875747767867523072,2017-06-16 16:11:53+00:00,goose,13,10,doggo,None,Labrador_retriever,0.799551,4497.0,25773.0
875144289856114688,2017-06-15 00:13:52+00:00,nugget,13,10,doggo,None,Siberian_husky,0.245048,5081.0,22185.0
875097192612077568,2017-06-14 21:06:43+00:00,none,13,10,doggo,None,,,,
875021211251597312,2017-06-14 16:04:48+00:00,none,12,10,doggo,None,West_Highland_white_terrier,0.7143189999999999,4922.0,26022.0
874680097055178752,2017-06-13 17:29:20+00:00,cash,12,10,doggo,None,Labrador_retriever,0.836052,4875.0,28439.0
874296783580663808,2017-06-12 16:06:11+00:00,jed,13,10,doggo,None,cocker_spaniel,0.437216,4308.0,26651.0
874057562936811520,2017-06-12 00:15:36+00:00,none,12,10,doggo,None,flat-coated_retriever,0.8321770000000001,4125.0,23134.0
874012996292530176,2017-06-11 21:18:31+00:00,sebastian,13,10,doggo,None,Cardigan,0.806674,11007.0,35501.0
873580283840344065,2017-06-10 16:39:04+00:00,none,13,10,doggo,None,Newfoundland,0.678537,4143.0,24837.0
873213775632977920,2017-06-09 16:22:42+00:00,sierra,12,10,doggo,None,vizsla,0.6197819999999999,1667.0,7467.0
872967104147763200,2017-06-09 00:02:31+00:00,none,12,10,doggo,doggo,Labrador_retriever,0.476913,5669.0,28031.0
872820683541237760,2017-06-08 14:20:41+00:00,none,13,10,doggo,None,pug,0.99912,3884.0,15029.0
872620804844003328,2017-06-08 01:06:27+00:00,monkey,13,10,doggo,None,cocker_spaniel,0.513191,3911.0,21309.0
872486979161796608,2017-06-07 16:14:40+00:00,none,12,10,doggo,None,Pembroke,0.931861,9429.0,41606.0
872261713294495745,2017-06-07 01:19:32+00:00,harry,13,10,doggo,None,Labrador_retriever,0.972019,6649.0,35085.0
872122724285648897,2017-06-06 16:07:15+00:00,kody,12,10,doggo,None,pug,0.0667363,8549.0,35324.0
871879754684805121,2017-06-06 00:01:46+00:00,lassie,13,10,doggo,None,Shetland_sheepdog,0.969171,11918.0,39090.0
871762521631449091,2017-06-05 16:15:56+00:00,rover,12,10,doggo,None,Labrador_retriever,0.921393,3678.0,20787.0
871515927908634625,2017-06-04 23:56:03+00:00,napolean,12,10,doggo,doggo,komondor,0.974781,3628.0,20730.0
871102520638267392,2017-06-03 20:33:19+00:00,none,14,10,doggo,doggo,,,,
871032628920680449,2017-06-03 15:55:36+00:00,boomer,13,10,doggo,None,kelpie,0.398053,3999.0,23255.0
870804317367881728,2017-06-03 00:48:22+00:00,none,11,10,doggo,None,none,0.0,6393.0,33791.0
870656317836468226,2017-06-02 15:00:16+00:00,cody,13,10,doggo,None,Pembroke,0.945495,2817.0,12819.0
870374049280663552,2017-06-01 20:18:38+00:00,zoey,13,10,doggo,None,golden_retriever,0.841001,27680.0,85011.0
870308999962521604,2017-06-01 16:00:09+00:00,rumble,13,10,doggo,None,Greater_Swiss_Mountain_dog,0.6227520000000001,4384.0,22453.0
870063196459192321,2017-05-31 23:43:25+00:00,clifford,14,10,doggo,None,none,0.0,8840.0,37771.0
869772420881756160,2017-05-31 04:27:59+00:00,dewey,13,10,doggo,None,Pembroke,0.980148,10663.0,43710.0
869702957897576449,2017-05-30 23:51:58+00:00,stanley,13,10,doggo,None,Pembroke,0.993449,6728.0,29116.0
869596645499047938,2017-05-30 16:49:31+00:00,scout,12,10,doggo,doggo,Chihuahua,0.955156,3327.0,16476.0
869227993411051520,2017-05-29 16:24:37+00:00,gizmo,13,10,doggo,None,Pembroke,0.664181,4023.0,21112.0
868880397819494401,2017-05-28 17:23:24+00:00,walter,14,10,doggo,None,French_bulldog,0.0999839,12518.0,55098.0
868622495443632128,2017-05-28 00:18:35+00:00,none,13,10,doggo,None,Labrador_retriever,0.868107,6275.0,28295.0
868552278524837888,2017-05-27 19:39:34+00:00,cooper,12,10,doggo,None,whippet,0.378151,2240.0,10539.0
867900495410671616,2017-05-26 00:29:37+00:00,none,12,10,doggo,None,Labrador_retriever,0.522644,4439.0,24964.0
867774946302451713,2017-05-25 16:10:44+00:00,harold,13,10,doggo,None,Border_collie,0.661953,7788.0,35179.0
867421006826221569,2017-05-24 16:44:18+00:00,shikha,12,10,doggo,None,Eskimo_dog,0.6164569999999999,2697.0,16755.0
867051520902168576,2017-05-23 16:16:06+00:00,none,13,10,doggo,None,Samoyed,0.4714029999999999,8425.0,33420.0
866720684873056260,2017-05-22 18:21:28+00:00,none,13,10,doggo,None,,,,
866686824827068416,2017-05-22 16:06:55+00:00,lili,12,10,doggo,None,flat-coated_retriever,0.51473,3727.0,20070.0
866450705531457537,2017-05-22 00:28:40+00:00,jamesy,13,10,doggo,None,French_bulldog,0.905334,32883.0,106827.0
866334964761202691,2017-05-21 16:48:45+00:00,coco,12,10,doggo,None,Samoyed,0.984086,15546.0,54720.0
865718153858494464,2017-05-19 23:57:46+00:00,boomer,13,10,doggo,None,golden_retriever,0.673664,6008.0,26640.0
865359393868664832,2017-05-19 00:12:11+00:00,sammy,13,10,doggo,None,Chesapeake_Bay_retriever,0.832435,5384.0,27530.0
865006731092295680,2017-05-18 00:50:50+00:00,nelly,13,10,doggo,None,Pembroke,0.989882,8209.0,29063.0
864873206498414592,2017-05-17 16:00:15+00:00,none,14,10,doggo,None,none,0.0,9361.0,33651.0
864279568663928832,2017-05-16 00:41:21+00:00,meatball,12,10,doggo,None,bull_mastiff,0.668613,3266.0,15195.0
864197398364647424,2017-05-15 19:14:50+00:00,paisley,13,10,doggo,None,golden_retriever,0.945905,9616.0,31459.0
863907417377173506,2017-05-15 00:02:33+00:00,albus,13,10,doggo,None,none,0.0,4441.0,21477.0
863553081350529029,2017-05-14 00:34:33+00:00,neptune,13,10,doggo,None,Eskimo_dog,0.41333,4489.0,15935.0
863432100342583297,2017-05-13 16:33:49+00:00,belle,12,10,doggo,None,Staffordshire_bullterrier,0.690517,5664.0,24829.0
863062471531167744,2017-05-12 16:05:02+00:00,quinn,13,10,doggo,None,French_bulldog,0.935804,2687.0,8945.0
862831371563274240,2017-05-12 00:46:44+00:00,zooey,13,10,doggo,None,Australian_terrier,0.207281,5457.0,20011.0
862722525377298433,2017-05-11 17:34:13+00:00,dave,11,10,doggo,None,basset,0.39333,3809.0,17779.0
862457590147678208,2017-05-11 00:01:27+00:00,jersey,13,10,doggo,None,none,0.0,5388.0,21492.0
862096992088072192,2017-05-10 00:08:34+00:00,none,13,10,doggo,None,chow,0.677589,21840.0,66437.0
861383897657036800,2017-05-08 00:54:59+00:00,hobbes,13,10,doggo,None,Cardigan,0.771008,11528.0,37744.0
861288531465048066,2017-05-07 18:36:02+00:00,none,13,10,doggo,None,Bouvier_des_Flandres,0.0826102,4479.0,18032.0
861005113778896900,2017-05-06 23:49:50+00:00,burt,12,10,doggo,None,German_shepherd,0.507951,4119.0,17538.0
860563773140209665,2017-05-05 18:36:06+00:00,lorenzo,13,10,doggo,None,Cardigan,0.583936,2334.0,7878.0
860524505164394496,2017-05-05 16:00:04+00:00,carl,13,10,doggo,None,Bedlington_terrier,0.286558,5698.0,24678.0
860276583193509888,2017-05-04 23:34:55+00:00,jordy,12,10,doggo,None,none,0.0,3745.0,19154.0
860184849394610176,2017-05-04 17:30:24+00:00,none,14,10,doggo,None,none,0.0,6295.0,17474.0
859924526012018688,2017-05-04 00:15:58+00:00,milky,12,10,doggo,None,French_bulldog,0.254587,4349.0,20021.0
859851578198683649,2017-05-03 19:26:06+00:00,trooper,13,10,doggo,None,Labrador_retriever,0.899086,3780.0,16105.0
859607811541651456,2017-05-03 03:17:27+00:00,none,13,10,doggo,None,golden_retriever,0.8955290000000001,1704.0,19476.0
859196978902773760,2017-05-02 00:04:57+00:00,quite,12,10,doggo,None,malamute,0.216163,25661.0,75193.0
859074603037188101,2017-05-01 15:58:40+00:00,none,13,10,doggo,None,none,0.0,14740.0,35553.0
858843525470990336,2017-05-01 00:40:27+00:00,none,13,10,doggo,doggo,golden_retriever,0.57812,3771.0,16304.0
858471635011153920,2017-04-30 00:02:42+00:00,sophie,13,10,doggo,None,Pembroke,0.987407,5271.0,22640.0
858107933456039936,2017-04-28 23:57:28+00:00,wyatt,12,10,doggo,None,golden_retriever,0.863874,3154.0,16524.0
857989990357356544,2017-04-28 16:08:49+00:00,rosie,12,10,doggo,None,French_bulldog,0.43258,2812.0,16952.0
857746408056729600,2017-04-28 00:00:54+00:00,thor,13,10,doggo,None,Labrador_retriever,0.919832,11524.0,36021.0
857393404942143489,2017-04-27 00:38:11+00:00,none,13,10,doggo,None,malamute,0.8415969999999999,1785.0,6236.0
857263160327368704,2017-04-26 16:00:39+00:00,oscar,13,10,doggo,None,Samoyed,0.998021,4934.0,21041.0
857029823797047296,2017-04-26 00:33:27+00:00,zeke,12,10,doggo,None,golden_retriever,0.968623,4364.0,19910.0
856543823941562368,2017-04-24 16:22:16+00:00,callie,12,10,doggo,None,Boston_bull,0.30691,3131.0,17135.0
856282028240666624,2017-04-23 23:01:59+00:00,cermet,14,10,doggo,None,Chihuahua,0.8765430000000001,6841.0,29086.0
855857698524602368,2017-04-22 18:55:51+00:00,none,13,10,doggo,None,,,,
855851453814013952,2017-04-22 18:31:02+00:00,none,13,10,doggo,doggo,flat-coated_retriever,0.321676,19196.0,47844.0
855818117272018944,2017-04-22 16:18:34+00:00,none,13,10,doggo,None,,,,
855459453768019968,2017-04-21 16:33:22+00:00,quite,12,10,doggo,None,Blenheim_spaniel,0.389513,8987.0,31657.0
854732716440526848,2017-04-19 16:25:34+00:00,marlee,12,10,doggo,None,Pembroke,0.6955479999999999,6690.0,24188.0
854482394044301312,2017-04-18 23:50:52+00:00,arya,13,10,doggo,None,Chihuahua,0.260242,7608.0,31131.0
854365224396361728,2017-04-18 16:05:17+00:00,einstein,13,10,doggo,None,Pembroke,0.90708,5159.0,20046.0
854120357044912130,2017-04-17 23:52:16+00:00,none,14,10,doggo,None,black-and-tan_coonhound,0.8548610000000001,8285.0,33911.0
854010172552949760,2017-04-17 16:34:26+00:00,none,11,10,doggo,doggo,English_springer,0.3547329999999999,3433.0,17169.0
853760880890318849,2017-04-17 00:03:50+00:00,alice,12,10,doggo,None,miniature_pinscher,0.292519,6403.0,30414.0
853639147608842240,2017-04-16 16:00:07+00:00,none,13,10,doggo,None,German_shepherd,0.509879,11265.0,37198.0
853299958564483072,2017-04-15 17:32:18+00:00,rumpole,13,10,doggo,None,none,0.0,3928.0,16508.0
852912242202992640,2017-04-14 15:51:39+00:00,benny,12,10,doggo,None,Great_Dane,0.7837649999999999,2037.0,9658.0
852672615818899456,2017-04-13 23:59:28+00:00,aspen,12,10,doggo,None,golden_retriever,0.7112350000000001,2388.0,15939.0
852553447878664193,2017-04-13 16:05:56+00:00,jarod,13,10,doggo,None,bloodhound,0.186498,3885.0,17492.0
852311364735569921,2017-04-13 00:03:59+00:00,wiggles,13,10,doggo,None,none,0.0,10961.0,35325.0
852226086759018497,2017-04-12 18:25:07+00:00,general,14,10,doggo,None,none,0.0,7570.0,21378.0
852189679701164033,2017-04-12 16:00:27+00:00,sailor,12,10,doggo,None,Bernese_mountain_dog,0.4153739999999999,1741.0,12217.0
851591660324737024,2017-04-11 00:24:08+00:00,none,11,10,doggo,None,Cardigan,0.394507,3819.0,17300.0
851464819735769094,2017-04-10 16:00:07+00:00,iggy,14,10,doggo,None,none,0.0,7855.0,25944.0
851224888060895234,2017-04-10 00:06:42+00:00,snoop,13,10,doggo,None,standard_poodle,0.00568265,6350.0,22090.0
850753642995093505,2017-04-08 16:54:09+00:00,kyle,11,10,doggo,None,pug,0.996952,10352.0,33348.0
850380195714523136,2017-04-07 16:10:12+00:00,leo,13,10,doggo,None,Yorkshire_terrier,0.2490119999999999,2915.0,13994.0
850145622816686080,2017-04-07 00:38:06+00:00,riley,11,10,doggo,None,kelpie,0.10539,4244.0,17519.0
850019790995546112,2017-04-06 16:18:05+00:00,boomer,12,10,doggo,None,Shetland_sheepdog,0.759907,5459.0,21944.0
849776966551130114,2017-04-06 00:13:11+00:00,none,12,10,doggo,None,Chihuahua,0.292092,8404.0,32390.0
849412302885593088,2017-04-05 00:04:08+00:00,noosh,12,10,doggo,None,schipperke,0.907559,3487.0,17039.0
849336543269576704,2017-04-04 19:03:06+00:00,none,11,10,doggo,None,none,0.0,2101.0,12240.0
849051919805034497,2017-04-04 00:12:06+00:00,kevin,13,10,doggo,None,none,0.0,7396.0,32617.0
848690551926992896,2017-04-03 00:16:10+00:00,none,12,10,doggo,None,flat-coated_retriever,0.8236479999999999,4826.0,27104.0
848324959059550208,2017-04-02 00:03:26+00:00,odin,12,10,doggo,None,malamute,0.5445760000000001,4037.0,20229.0
848212111729840128,2017-04-01 16:35:01+00:00,jerry,6,10,doggo,None,Bedlington_terrier,0.333486,3444.0,17618.0
847962785489326080,2017-04-01 00:04:17+00:00,georgie,10,10,doggo,None,none,0.0,5730.0,25296.0
847842811428974592,2017-03-31 16:07:33+00:00,rontu,12,10,doggo,None,Bernese_mountain_dog,0.951337,1522.0,5935.0
847606175596138505,2017-03-31 00:27:14+00:00,cannon,12,10,doggo,None,Cardigan,0.413688,3774.0,20208.0
847251039262605312,2017-03-30 00:56:03+00:00,furzey,12,10,doggo,None,Airedale,0.49538,4800.0,22036.0
847157206088847362,2017-03-29 18:43:12+00:00,daisy,11,10,doggo,None,Staffordshire_bullterrier,0.219609,6572.0,21588.0
847116187444137987,2017-03-29 16:00:12+00:00,none,11,10,doggo,None,American_Staffordshire_terrier,0.113434,3583.0,23108.0
846874817362120707,2017-03-29 00:01:05+00:00,tuck,13,10,doggo,None,Shetland_sheepdog,0.450539,4404.0,21685.0
846514051647705089,2017-03-28 00:07:32+00:00,barney,13,10,doggo,doggo,golden_retriever,0.650003,13076.0,48410.0
846505985330044928,2017-03-27 23:35:28+00:00,none,11,10,doggo,None,,,,
846153765933735936,2017-03-27 00:15:53+00:00,vixen,13,10,doggo,None,giant_schnauzer,0.346468,10226.0,34394.0
846139713627017216,2017-03-26 23:20:02+00:00,none,13,10,doggo,None,,,,
846042936437604353,2017-03-26 16:55:29+00:00,jarvis,12,10,doggo,None,golden_retriever,0.96111,3224.0,17256.0
845812042753855489,2017-03-26 01:38:00+00:00,none,13,10,doggo,None,Samoyed,0.979803,9894.0,31737.0
845677943972139009,2017-03-25 16:45:08+00:00,none,12,10,doggo,None,chow,0.8086810000000001,5365.0,27154.0
845397057150107648,2017-03-24 22:08:59+00:00,mimosa,13,10,doggo,doggo,Dandie_Dinmont,0.394404,2072.0,8241.0
845306882940190720,2017-03-24 16:10:40+00:00,pickles,12,10,doggo,None,Irish_water_spaniel,0.567475,6039.0,25225.0
844973813909606400,2017-03-23 18:07:10+00:00,brady,12,10,doggo,None,Labrador_retriever,0.742421,3617.0,16361.0
844704788403113984,2017-03-23 00:18:10+00:00,luna,13,10,doggo,None,Labrador_retriever,0.980213,11633.0,42022.0
844580511645339650,2017-03-22 16:04:20+00:00,charlie,11,10,doggo,None,none,0.0,3533.0,17871.0
844223788422217728,2017-03-21 16:26:50+00:00,margo,12,10,doggo,None,Labrador_retriever,0.71951,2450.0,14753.0
843981021012017153,2017-03-21 00:22:10+00:00,none,13,10,doggo,None,,,,
843856843873095681,2017-03-20 16:08:44+00:00,sadie,12,10,doggo,None,Labrador_retriever,0.92254,5220.0,23211.0
843604394117681152,2017-03-19 23:25:35+00:00,hank,11,10,doggo,None,Labrador_retriever,0.430583,3081.0,18310.0
843235543001513987,2017-03-18 22:59:54+00:00,tycho,13,10,doggo,None,Pembroke,0.958452,6852.0,23315.0
842846295480000512,2017-03-17 21:13:10+00:00,charlie,13,10,doggo,None,Labrador_retriever,0.461076,4023.0,16440.0
842765311967449089,2017-03-17 15:51:22+00:00,indie,12,10,doggo,None,Labrador_retriever,0.0293399,1439.0,7321.0
842535590457499648,2017-03-17 00:38:32+00:00,winnie,13,10,doggo,None,Pembroke,0.685084,3937.0,19637.0
842163532590374912,2017-03-16 00:00:07+00:00,george,12,10,doggo,None,French_bulldog,0.891227,6568.0,26569.0
842115215311396866,2017-03-15 20:48:07+00:00,bentley,12,10,doggo,None,chow,0.293493,3386.0,15204.0
841680585030541313,2017-03-14 16:01:03+00:00,penny,12,10,doggo,None,Chihuahua,0.547401,8748.0,27854.0
841439858740625411,2017-03-14 00:04:30+00:00,none,14,10,doggo,None,Labrador_retriever,0.0481999,4168.0,13755.0
841320156043304961,2017-03-13 16:08:50+00:00,none,12,10,doggo,None,,,,
841314665196081154,2017-03-13 15:47:01+00:00,max,13,10,doggo,None,Afghan_hound,0.903712,5312.0,17305.0
841077006473256960,2017-03-13 00:02:39+00:00,dawn,12,10,doggo,None,Brittany_spaniel,0.962985,5991.0,24926.0
840696689258311684,2017-03-11 22:51:24+00:00,none,10,10,doggo,None,none,0.0,1116.0,13377.0
840632337062862849,2017-03-11 18:35:42+00:00,maddie,12,10,doggo,None,golden_retriever,0.711148,1972.0,9761.0
840370681858686976,2017-03-11 01:15:58+00:00,none,13,10,doggo,None,none,0.0,5146.0,17918.0
840268004936019968,2017-03-10 18:27:58+00:00,monty,12,10,doggo,None,Chesapeake_Bay_retriever,0.8639870000000001,6497.0,20950.0
839990271299457024,2017-03-10 00:04:21+00:00,sojourner,13,10,doggo,None,Staffordshire_bullterrier,0.604938,2597.0,14640.0
839549326359670784,2017-03-08 18:52:12+00:00,winston,12,10,doggo,None,Norwich_terrier,0.05248,8805.0,29957.0
839239871831150596,2017-03-07 22:22:32+00:00,odie,13,10,doggo,None,Leonberg,0.927021,7422.0,29684.0
838952994649550848,2017-03-07 03:22:35+00:00,none,13,10,doggo,None,,,,
838921590096166913,2017-03-07 01:17:48+00:00,arlo,13,10,doggo,None,Border_terrier,0.664538,2357.0,12183.0
838561493054533637,2017-03-06 01:26:54+00:00,walter,13,10,doggo,None,kelpie,0.2165619999999999,1504.0,11892.0
838476387338051585,2017-03-05 19:48:43+00:00,stanley,13,10,doggo,None,Great_Pyrenees,0.997692,5484.0,24664.0
838083903487373313,2017-03-04 17:49:08+00:00,daisy,13,10,doggo,None,chow,0.800975,3582.0,19183.0
837820167694528512,2017-03-04 00:21:08+00:00,none,12,10,doggo,None,golden_retriever,0.887625,8952.0,37277.0
837482249356513284,2017-03-03 01:58:22+00:00,waffles,13,10,doggo,None,none,0.0,495.0,4204.0
837471256429613056,2017-03-03 01:14:41+00:00,vincent,12,10,doggo,None,Norwegian_elkhound,0.976255,2631.0,13967.0
837366284874571778,2017-03-02 18:17:34+00:00,lucy,13,10,doggo,None,American_Staffordshire_terrier,0.660085,6005.0,23074.0
837110210464448512,2017-03-02 01:20:01+00:00,clark,13,10,doggo,None,Siberian_husky,0.767696,2731.0,17480.0
836989968035819520,2017-03-01 17:22:13+00:00,mookie,12,10,doggo,None,toy_poodle,0.0058873,2610.0,13879.0
